relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
indication,indication,14195,DB00567,drug,Cephalexin,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,15289,DB00218,drug,Moxifloxacin,DrugBank,37549,5545,disease,staphylococcus aureus infection,MONDO
indication,indication,15289,DB00218,drug,Moxifloxacin,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,14205,DB00607,drug,Nafcillin,DrugBank,37549,5545,disease,staphylococcus aureus infection,MONDO
indication,indication,14205,DB00607,drug,Nafcillin,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,14185,DB00512,drug,Vancomycin,DrugBank,37549,5545,disease,staphylococcus aureus infection,MONDO
indication,indication,14185,DB00512,drug,Vancomycin,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,16867,DB00618,drug,Demeclocycline,DrugBank,37549,5545,disease,staphylococcus aureus infection,MONDO
indication,indication,16867,DB00618,drug,Demeclocycline,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,14936,DB00199,drug,Erythromycin,DrugBank,37549,5545,disease,staphylococcus aureus infection,MONDO
indication,indication,14936,DB00199,drug,Erythromycin,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,14285,DB01044,drug,Gatifloxacin,DrugBank,37549,5545,disease,staphylococcus aureus infection,MONDO
indication,indication,14285,DB01044,drug,Gatifloxacin,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,14309,DB01137,drug,Levofloxacin,DrugBank,37549,5545,disease,staphylococcus aureus infection,MONDO
indication,indication,14309,DB01137,drug,Levofloxacin,DrugBank,37787,24313,disease,staphylococcal infection,MONDO
indication,indication,15542,DB04896,drug,Milnacipran,DrugBank,83918,5546,disease,fibromyalgia,MONDO
indication,indication,15542,DB04896,drug,Milnacipran,DrugBank,39701,6862,disease,myofascial pain syndrome,MONDO
indication,indication,17558,DB00230,drug,Pregabalin,DrugBank,83918,5546,disease,fibromyalgia,MONDO
indication,indication,17558,DB00230,drug,Pregabalin,DrugBank,39701,6862,disease,myofascial pain syndrome,MONDO
indication,indication,14177,DB00476,drug,Duloxetine,DrugBank,83918,5546,disease,fibromyalgia,MONDO
indication,indication,14177,DB00476,drug,Duloxetine,DrugBank,39701,6862,disease,myofascial pain syndrome,MONDO
indication,indication,16419,DB01025,drug,Amlexanox,DrugBank,83919,4845,disease,aphthous stomatitis,MONDO
indication,indication,16419,DB01025,drug,Amlexanox,DrugBank,33666,5318,disease,canker sore,MONDO
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,83919,4845,disease,aphthous stomatitis,MONDO
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,33666,5318,disease,canker sore,MONDO
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,83919,4845,disease,aphthous stomatitis,MONDO
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,33666,5318,disease,canker sore,MONDO
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,83919,4845,disease,aphthous stomatitis,MONDO
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,33666,5318,disease,canker sore,MONDO
indication,indication,20558,DB13684,drug,Omoconazole,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,14281,DB01026,drug,Ketoconazole,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,17628,DB01188,drug,Ciclopirox,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,14819,DB01127,drug,Econazole,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,15084,DB00257,drug,Clotrimazole,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,14300,DB01110,drug,Miconazole,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,20238,DB00646,drug,Nystatin,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,15456,DB00681,drug,Amphotericin B,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,20322,DB09321,drug,Zinc oxide,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,37892,879,disease,cutaneous candidiasis,MONDO
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,36140,4903_3085_1465_33821,disease,keratitis,MONDO_grouped
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,32702,15599_4768_25431,disease,keratoconjunctivitis,MONDO_grouped
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,36140,4903_3085_1465_33821,disease,keratitis,MONDO_grouped
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,32702,15599_4768_25431,disease,keratoconjunctivitis,MONDO_grouped
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,36140,4903_3085_1465_33821,disease,keratitis,MONDO_grouped
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,32702,15599_4768_25431,disease,keratoconjunctivitis,MONDO_grouped
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,36140,4903_3085_1465_33821,disease,keratitis,MONDO_grouped
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,32702,15599_4768_25431,disease,keratoconjunctivitis,MONDO_grouped
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,36140,4903_3085_1465_33821,disease,keratitis,MONDO_grouped
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,32702,15599_4768_25431,disease,keratoconjunctivitis,MONDO_grouped
indication,indication,18036,DB00626,drug,Bacitracin,DrugBank,36140,4903_3085_1465_33821,disease,keratitis,MONDO_grouped
indication,indication,18036,DB00626,drug,Bacitracin,DrugBank,32702,15599_4768_25431,disease,keratoconjunctivitis,MONDO_grouped
indication,indication,14754,DB14596,drug,Loteprednol etabonate,DrugBank,37609,6814,disease,iritis (disease),MONDO
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,37609,6814,disease,iritis (disease),MONDO
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,37609,6814,disease,iritis (disease),MONDO
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,37609,6814,disease,iritis (disease),MONDO
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,37609,6814,disease,iritis (disease),MONDO
indication,indication,14017,DB00324,drug,Fluorometholone,DrugBank,37609,6814,disease,iritis (disease),MONDO
indication,indication,14016,DB00253,drug,Medrysone,DrugBank,37609,6814,disease,iritis (disease),MONDO
indication,indication,14159,DB00332,drug,Ipratropium,DrugBank,36855,1358,disease,bronchial disease,MONDO
indication,indication,14784,DB00277,drug,Theophylline,DrugBank,36855,1358,disease,bronchial disease,MONDO
indication,indication,15956,DB00651,drug,Dyphylline,DrugBank,36855,1358,disease,bronchial disease,MONDO
indication,indication,15254,DB13139,drug,Levosalbutamol,DrugBank,36855,1358,disease,bronchial disease,MONDO
indication,indication,14336,DB01364,drug,Ephedrine,DrugBank,36855,1358,disease,bronchial disease,MONDO
indication,indication,15479,DB01001,drug,Salbutamol,DrugBank,36855,1358,disease,bronchial disease,MONDO
indication,indication,14578,DB02659,drug,Cholic Acid,DrugBank,31790,12672,disease,cholelithiasis,MONDO
indication,indication,14578,DB02659,drug,Cholic Acid,DrugBank,83920,6698,disease,cholecystolithiasis,MONDO
indication,indication,14578,DB02659,drug,Cholic Acid,DrugBank,83921,6699,disease,choledocholithiasis,MONDO
indication,indication,14711,DB06777,drug,Chenodeoxycholic acid,DrugBank,31790,12672,disease,cholelithiasis,MONDO
indication,indication,14711,DB06777,drug,Chenodeoxycholic acid,DrugBank,83920,6698,disease,cholecystolithiasis,MONDO
indication,indication,14711,DB06777,drug,Chenodeoxycholic acid,DrugBank,83921,6699,disease,choledocholithiasis,MONDO
indication,indication,15822,DB01586,drug,Ursodeoxycholic acid,DrugBank,31790,12672,disease,cholelithiasis,MONDO
indication,indication,15822,DB01586,drug,Ursodeoxycholic acid,DrugBank,83920,6698,disease,cholecystolithiasis,MONDO
indication,indication,15822,DB01586,drug,Ursodeoxycholic acid,DrugBank,83921,6699,disease,choledocholithiasis,MONDO
indication,indication,14754,DB14596,drug,Loteprednol etabonate,DrugBank,37607,4773,disease,iridocyclitis (disease),MONDO
indication,indication,15180,DB02703,drug,Fusidic acid,DrugBank,37607,4773,disease,iridocyclitis (disease),MONDO
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,37607,4773,disease,iridocyclitis (disease),MONDO
indication,indication,20418,DB00684,drug,Tobramycin,DrugBank,37607,4773,disease,iridocyclitis (disease),MONDO
indication,indication,14798,DB06211,drug,Doripenem,DrugBank,37628,2155,disease,cholecystitis,MONDO
indication,indication,14798,DB06211,drug,Doripenem,DrugBank,31501,10939,disease,low phospholipid associated cholelithiasis,MONDO
indication,indication,15767,DB11181,drug,Homatropine,DrugBank,36893,4868,disease,biliary tract disease,MONDO
indication,indication,15767,DB11181,drug,Homatropine,DrugBank,83922,6874,disease,obstructive jaundice,MONDO
indication,indication,14578,DB02659,drug,Cholic Acid,DrugBank,36893,4868,disease,biliary tract disease,MONDO
indication,indication,14578,DB02659,drug,Cholic Acid,DrugBank,83922,6874,disease,obstructive jaundice,MONDO
indication,indication,20544,DB11622,drug,Dehydrocholic acid,DrugBank,36893,4868,disease,biliary tract disease,MONDO
indication,indication,20544,DB11622,drug,Dehydrocholic acid,DrugBank,83922,6874,disease,obstructive jaundice,MONDO
indication,indication,20294,DB11160,drug,Phenyltoloxamine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,15210,DB06691,drug,Mepyramine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,15122,DB00792,drug,Tripelennamine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,20295,DB04819,drug,Methapyrilene,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17252,DB08799,drug,Antazoline,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,16066,DB00835,drug,Brompheniramine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,16490,DB01620,drug,Pheniramine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17243,DB01246,drug,Alimemazine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17245,DB01619,drug,Phenindamine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,14193,DB00557,drug,Hydroxyzine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,15098,DB00420,drug,Promazine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17233,DB00748,drug,Carbinoxamine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17232,DB00427,drug,Triprolidine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17230,DB00366,drug,Doxylamine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,15460,DB00719,drug,Azatadine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,15260,DB13679,drug,Dexchlorpheniramine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17235,DB00902,drug,Methdilazine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,15086,DB00283,drug,Clemastine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17241,DB01146,drug,Diphenylpyraline,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,14990,DB01114,drug,Chlorpheniramine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,17231,DB00405,drug,Dexbrompheniramine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,15877,DB00434,drug,Cyproheptadine,DrugBank,29244,7448,disease,familial dermatographia,MONDO
indication,indication,20294,DB11160,drug,Phenyltoloxamine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,20294,DB11160,drug,Phenyltoloxamine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,15210,DB06691,drug,Mepyramine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15210,DB06691,drug,Mepyramine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,15122,DB00792,drug,Tripelennamine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15122,DB00792,drug,Tripelennamine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,20295,DB04819,drug,Methapyrilene,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,20295,DB04819,drug,Methapyrilene,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17252,DB08799,drug,Antazoline,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17252,DB08799,drug,Antazoline,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17239,DB01084,drug,Emedastine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17239,DB01084,drug,Emedastine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,16066,DB00835,drug,Brompheniramine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,16066,DB00835,drug,Brompheniramine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,16490,DB01620,drug,Pheniramine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,16490,DB01620,drug,Pheniramine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17243,DB01246,drug,Alimemazine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17245,DB01619,drug,Phenindamine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17245,DB01619,drug,Phenindamine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,14193,DB00557,drug,Hydroxyzine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,14193,DB00557,drug,Hydroxyzine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,14295,DB01069,drug,Promethazine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,14295,DB01069,drug,Promethazine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,15098,DB00420,drug,Promazine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,20559,DB13489,drug,Bamipine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,20559,DB13489,drug,Bamipine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17233,DB00748,drug,Carbinoxamine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17233,DB00748,drug,Carbinoxamine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17232,DB00427,drug,Triprolidine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17232,DB00427,drug,Triprolidine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17230,DB00366,drug,Doxylamine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17230,DB00366,drug,Doxylamine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,15460,DB00719,drug,Azatadine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15460,DB00719,drug,Azatadine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,15260,DB13679,drug,Dexchlorpheniramine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15260,DB13679,drug,Dexchlorpheniramine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17259,DB11591,drug,Bilastine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17259,DB11591,drug,Bilastine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17235,DB00902,drug,Methdilazine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15241,DB11614,drug,Rupatadine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15241,DB11614,drug,Rupatadine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,15086,DB00283,drug,Clemastine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15086,DB00283,drug,Clemastine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17241,DB01146,drug,Diphenylpyraline,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17241,DB01146,drug,Diphenylpyraline,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,14990,DB01114,drug,Chlorpheniramine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,14990,DB01114,drug,Chlorpheniramine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,17231,DB00405,drug,Dexbrompheniramine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,17231,DB00405,drug,Dexbrompheniramine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,15877,DB00434,drug,Cyproheptadine,DrugBank,33683,5492,disease,urticaria (disease),MONDO
indication,indication,15877,DB00434,drug,Cyproheptadine,DrugBank,39540,10481,disease,angioedema,MONDO
indication,indication,14783,DB00201,drug,Caffeine,DrugBank,83925,40797,disease,obsolete vascular headache,MONDO
indication,indication,15431,DB00320,drug,Dihydroergotamine,DrugBank,83925,40797,disease,obsolete vascular headache,MONDO
indication,indication,14993,DB01174,drug,Phenobarbital,DrugBank,83925,40797,disease,obsolete vascular headache,MONDO
indication,indication,15458,DB00696,drug,Ergotamine,DrugBank,83925,40797,disease,obsolete vascular headache,MONDO
indication,indication,18574,DB00535,drug,Cefdinir,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20208,DB01413,drug,Cefepime,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14188,DB00537,drug,Ciprofloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15419,DB00207,drug,Azithromycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15326,DB01165,drug,Ofloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,18687,DB01597,drug,Cilastatin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14995,DB01211,drug,Clarithromycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20248,DB00447,drug,Loracarbef,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14318,DB01212,drug,Ceftriaxone,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20203,DB00438,drug,Ceftazidime,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15322,DB01059,drug,Norfloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14335,DB01330,drug,Cefotetan,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14167,DB00415,drug,Ampicillin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20250,DB01332,drug,Ceftizoxime,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14797,DB01598,drug,Imipenem,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,17376,DB00493,drug,Cefotaxime,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15476,DB00954,drug,Dirithromycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14333,DB01328,drug,Cefonicid,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14288,DB01053,drug,Benzylpenicillin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20289,DB00766,drug,Clavulanic acid,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14145,DB00274,drug,Cefmetazole,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20249,DB01112,drug,Cefuroxime,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20409,DB09320,drug,Procaine benzylpenicillin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14773,DB00833,drug,Cefaclor,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15646,DB11442,drug,Oleandomycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15504,DB01333,drug,Cefradine,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20414,DB01331,drug,Cefoxitin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20235,DB01326,drug,Cefamandole,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15059,DB13179,drug,Troleandomycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14291,DB01060,drug,Amoxicillin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14332,DB01327,drug,Cefazolin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20344,DB00560,drug,Tigecycline,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20481,DB01139,drug,Cefapirin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15478,DB00976,drug,Telithromycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14545,DB01190,drug,Clindamycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15325,DB01155,drug,Gemifloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14882,DB00601,drug,Linezolid,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14195,DB00567,drug,Cephalexin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20360,DB00303,drug,Ertapenem,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14172,DB00456,drug,Cefalotin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15289,DB00218,drug,Moxifloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15305,DB00685,drug,Trovafloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,20483,DB09335,drug,Alatrofloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15293,DB00365,drug,Grepafloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14936,DB00199,drug,Erythromycin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14285,DB01044,drug,Gatifloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15327,DB01208,drug,Sparfloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15697,DB12825,drug,Lefamulin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,14309,DB01137,drug,Levofloxacin,DrugBank,83926,5972,disease,streptococcal pneumonia,MONDO
indication,indication,15053,DB12070,drug,Letermovir,DrugBank,35871,5132,disease,cytomegalovirus infection,MONDO
indication,indication,14188,DB00537,drug,Ciprofloxacin,DrugBank,36450,1517,disease,dysentery,MONDO
indication,indication,14188,DB00537,drug,Ciprofloxacin,DrugBank,33594,1673,disease,diarrheal disease,MONDO
indication,indication,14188,DB00537,drug,Ciprofloxacin,DrugBank,39824,45031,disease,infectious diarrheal disease,MONDO
indication,indication,14188,DB00537,drug,Ciprofloxacin,DrugBank,36249,916,disease,intestinal infectious disease,MONDO
indication,indication,15326,DB01165,drug,Ofloxacin,DrugBank,36450,1517,disease,dysentery,MONDO
indication,indication,15326,DB01165,drug,Ofloxacin,DrugBank,33594,1673,disease,diarrheal disease,MONDO
indication,indication,15326,DB01165,drug,Ofloxacin,DrugBank,39824,45031,disease,infectious diarrheal disease,MONDO
indication,indication,15326,DB01165,drug,Ofloxacin,DrugBank,36249,916,disease,intestinal infectious disease,MONDO
indication,indication,15322,DB01059,drug,Norfloxacin,DrugBank,36450,1517,disease,dysentery,MONDO
indication,indication,15322,DB01059,drug,Norfloxacin,DrugBank,33594,1673,disease,diarrheal disease,MONDO
indication,indication,15322,DB01059,drug,Norfloxacin,DrugBank,39824,45031,disease,infectious diarrheal disease,MONDO
indication,indication,15322,DB01059,drug,Norfloxacin,DrugBank,36249,916,disease,intestinal infectious disease,MONDO
indication,indication,14167,DB00415,drug,Ampicillin,DrugBank,36450,1517,disease,dysentery,MONDO
indication,indication,14167,DB00415,drug,Ampicillin,DrugBank,33594,1673,disease,diarrheal disease,MONDO
indication,indication,14167,DB00415,drug,Ampicillin,DrugBank,39824,45031,disease,infectious diarrheal disease,MONDO
indication,indication,14167,DB00415,drug,Ampicillin,DrugBank,36249,916,disease,intestinal infectious disease,MONDO
indication,indication,14188,DB00537,drug,Ciprofloxacin,DrugBank,32999,19345,disease,shigellosis,MONDO
indication,indication,15326,DB01165,drug,Ofloxacin,DrugBank,32999,19345,disease,shigellosis,MONDO
indication,indication,15299,DB00440,drug,Trimethoprim,DrugBank,32999,19345,disease,shigellosis,MONDO
indication,indication,14279,DB01015,drug,Sulfamethoxazole,DrugBank,32999,19345,disease,shigellosis,MONDO
indication,indication,15322,DB01059,drug,Norfloxacin,DrugBank,32999,19345,disease,shigellosis,MONDO
indication,indication,14167,DB00415,drug,Ampicillin,DrugBank,32999,19345,disease,shigellosis,MONDO
indication,indication,14199,DB00576,drug,Sulfamethizole,DrugBank,32999,19345,disease,shigellosis,MONDO
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,38481,16168,disease,cryopyrin-associated periodic syndrome,MONDO
indication,indication,18417,DB06372,drug,Rilonacept,DrugBank,38481,16168,disease,cryopyrin-associated periodic syndrome,MONDO
indication,indication,17398,DB00026,drug,Anakinra,DrugBank,38481,16168,disease,cryopyrin-associated periodic syndrome,MONDO
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,32692,19434,disease,systemic-onset juvenile idiopathic arthritis,MONDO
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,32325,11429_19433,disease,juvenile idiopathic arthritis,MONDO_grouped
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,31768,12481,disease,mevalonic aciduria,MONDO
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,38736,17708,disease,mevalonate kinase deficiency,MONDO
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,32202,18088,disease,familial Mediterranean fever,MONDO
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,30773,9572,disease,autosomal recessive familial Mediterranean fever,MONDO
indication,indication,14338,DB01394,drug,Colchicine,DrugBank,32202,18088,disease,familial Mediterranean fever,MONDO
indication,indication,14338,DB01394,drug,Colchicine,DrugBank,30773,9572,disease,autosomal recessive familial Mediterranean fever,MONDO
indication,indication,18416,DB06168,drug,Canakinumab,DrugBank,30937,7727,disease,autosomal dominant familial periodic fever,MONDO
indication,indication,14261,DB00931,drug,Metacycline,DrugBank,36249,916,disease,intestinal infectious disease,MONDO
indication,indication,15232,DB09128,drug,Brexpiprazole,DrugBank,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped
indication,indication,20560,DB13676,drug,Mosapramine,DrugBank,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped
indication,indication,20300,DB12710,drug,Perazine,DrugBank,28313,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,disease,schizophrenia,MONDO_grouped
